ticker,period_end_date,calendar_frame,fiscal_year,fiscal_period,actual_revenue,forecast_revenue,variance,variance_pct,stock_price,best_method,forecast_type,changepoint_flag,variance_zscore,zscore_flag,anomaly_tier,pelt_penalty,z_threshold
AAPL,2026-06-27,CY2026Q2,2026.0,Q3,109417000000.0,113170787239.11156,-3753787239.111572,-3.316922441460469,283.7799987792969,SimpleExpSmoothing,WalkForward_OutSample,False,-0.55,False,NORMAL,10.0,2.0
MSFT,2019-03-31,,2019.0,Q3,30571000000.0,30571000000.0,0.0,0.0,119.0199966430664,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2019-06-30,,2019.0,FY,33717000000.0,33717000000.0,0.0,0.0,135.67999267578125,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2019-09-30,,2020.0,Q1,33055000000.0,33055000000.0,0.0,0.0,139.02999877929688,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2019-12-31,,2020.0,Q2,36906000000.0,36906000000.0,0.0,0.0,157.6999969482422,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2020-03-31,,2020.0,Q3,35021000000.0,35021000000.0,0.0,0.0,157.7100067138672,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2020-06-30,,2020.0,Q4,38033000000.0,38033000000.0,0.0,0.0,203.509994506836,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2020-09-30,,2021.0,Q1,37154000000.0,37154000000.0,0.0,0.0,210.3300018310547,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2020-12-31,,2021.0,Q2,43076000000.0,43076000000.0,0.0,0.0,222.4199981689453,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
MSFT,2021-03-31,,2021.0,Q3,41706000000.0,42250678571.42857,-544678571.4285736,-1.2891593457078931,235.7700042724609,LinearTrend,WalkForward_OutSample,False,-1.5,False,NORMAL,10.0,2.0
MSFT,2021-06-30,,2021.0,Q4,46152000000.0,43410611111.11112,2741388888.888885,6.315020265142539,270.8999938964844,LinearTrend,WalkForward_OutSample,False,10.3,True,WORTH_A_LOOK,10.0,2.0
MSFT,2021-09-30,,2022.0,Q1,45317000000.0,45872866666.66667,-555866666.6666718,-1.2117548063997274,281.9200134277344,LinearTrend,WalkForward_OutSample,False,-0.72,False,NORMAL,10.0,2.0
MSFT,2021-12-31,,2022.0,Q2,51728000000.0,47185963636.36364,4542036363.63636,9.625820929798838,336.32000732421875,LinearTrend,WalkForward_OutSample,False,2.39,True,WORTH_A_LOOK,10.0,2.0
MSFT,2022-03-31,,2022.0,Q3,49360000000.0,50189939393.93939,-829939393.9393921,-1.6535971231708844,308.3099975585937,LinearTrend,WalkForward_OutSample,False,-0.91,False,NORMAL,10.0,2.0
MSFT,2022-06-30,,2022.0,Q4,51865000000.0,51599230769.23077,265769230.76922607,0.5150643271366506,256.8299865722656,LinearTrend,WalkForward_OutSample,False,-0.49,False,NORMAL,10.0,2.0
MSFT,2022-09-30,,2023.0,Q1,50122000000.0,53312461538.46154,-3190461538.46154,-5.984457378993513,232.8999938964844,LinearTrend,WalkForward_OutSample,False,-1.48,False,NORMAL,10.0,2.0
MSFT,2022-12-31,,2023.0,Q2,52747000000.0,54106561904.76191,-1359561904.7619095,-2.512748651734707,239.82000732421875,LinearTrend,WalkForward_OutSample,False,-0.48,False,NORMAL,10.0,2.0
MSFT,2023-03-31,,2023.0,Q3,52857000000.0,55331799999.99999,-2474799999.9999924,-4.472654061498076,288.29998779296875,LinearTrend,WalkForward_OutSample,False,-0.76,False,NORMAL,10.0,2.0
MSFT,2023-06-30,,2023.0,Q4,56189000000.0,56284632352.94119,-95632352.941185,-0.1699084615877173,340.5400085449219,LinearTrend,WalkForward_OutSample,False,1.05,False,NORMAL,10.0,2.0
MSFT,2023-09-30,,2024.0,Q1,56517000000.0,57749993464.05229,-1232993464.052292,-2.1350538590446675,315.75,LinearTrend,WalkForward_OutSample,False,0.46,False,NORMAL,10.0,2.0
MSFT,2023-12-31,,2024.0,Q2,62020000000.0,58975350877.19298,3044649122.807022,5.162579073326807,376.0400085449219,LinearTrend,WalkForward_OutSample,False,4.24,True,WORTH_A_LOOK,10.0,2.0
MSFT,2024-03-31,,2024.0,Q3,61858000000.0,61049747368.42105,808252631.578949,1.3239246129903406,424.5700073242188,LinearTrend,WalkForward_OutSample,False,0.42,False,NORMAL,10.0,2.0
MSFT,2024-06-30,,2024.0,Q4,64727000000.0,62712661904.7619,2014338095.238098,3.2120117916492794,456.7300109863281,LinearTrend,WalkForward_OutSample,False,0.7,False,NORMAL,10.0,2.0
MSFT,2024-09-30,,2025.0,Q1,65585000000.0,64598363636.36363,986636363.6363678,1.5273395610921816,430.2999877929688,LinearTrend,WalkForward_OutSample,False,-0.12,False,NORMAL,10.0,2.0
MSFT,2024-12-31,,2025.0,Q2,69632000000.0,66313296442.68775,3318703557.312248,5.004582391979996,421.5,LinearTrend,WalkForward_OutSample,False,1.23,False,NORMAL,10.0,2.0
MSFT,2025-03-31,,2025.0,Q3,70066000000.0,68420481884.05797,1645518115.942032,2.405008077450327,375.3900146484375,LinearTrend,WalkForward_OutSample,False,-0.21,False,NORMAL,10.0,2.0
MSFT,2025-06-30,,2025.0,Q4,76441000000.0,70271019999.99998,6169980000.000015,8.780262475199615,497.4100036621094,LinearTrend,WalkForward_OutSample,False,3.88,True,WORTH_A_LOOK,10.0,2.0
MSFT,2025-09-30,CY2025Q3,2026.0,Q1,77673000000.0,72822692307.69229,4850307692.307709,6.660434458827841,517.9500122070312,LinearTrend,WalkForward_OutSample,False,0.69,False,NORMAL,10.0,2.0
MSFT,2025-12-31,CY2025Q4,2026.0,Q2,81273000000.0,75196435897.43591,6076564102.564087,8.080920365497388,483.6199951171875,LinearTrend,WalkForward_OutSample,False,0.88,False,NORMAL,10.0,2.0
MSFT,2026-03-31,CY2026Q1,2026.0,Q3,82886000000.0,77758190476.19048,5127809523.809525,6.59455871131628,370.1700134277344,LinearTrend,WalkForward_OutSample,False,0.04,False,NORMAL,10.0,2.0
MSFT,2026-06-30,CY2026,2026.0,Q4,90007000000.0,80204049261.08376,9802950738.916245,12.222513488072464,373.0199890136719,LinearTrend,WalkForward_OutSample,False,4.35,True,WORTH_A_LOOK,10.0,2.0
AMZN,2019-03-31,,2019.0,Q1,59700000000.0,59700000000.0,0.0,0.0,90.70950317382812,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2019-06-30,,2019.0,Q2,63404000000.0,63404000000.0,0.0,0.0,96.1094970703125,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2019-09-30,,2019.0,Q3,69981000000.0,69981000000.0,0.0,0.0,86.79550170898438,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2019-12-31,,2019.0,FY,87437000000.0,87437000000.0,0.0,0.0,92.39199829101562,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2020-03-31,,2020.0,Q1,75452000000.0,75452000000.0,0.0,0.0,97.48600006103516,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2020-06-30,,2020.0,Q2,88912000000.0,88912000000.0,0.0,0.0,137.9409942626953,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2020-09-30,,2020.0,Q3,96145000000.0,96145000000.0,0.0,0.0,157.43649291992188,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2020-12-31,CY2020Q4,2020.0,FY,125555000000.0,125555000000.0,0.0,0.0,162.84649658203125,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
AMZN,2021-03-31,,2021.0,Q1,108518000000.0,119189214285.7143,-10671214285.714294,-8.953171098295694,154.70399475097656,LinearTrend,WalkForward_OutSample,False,-1.5,False,NORMAL,10.0,2.0
AMZN,2021-06-30,,2021.0,Q2,113080000000.0,122416666666.66669,-9336666666.666689,-7.626957113682793,172.00799560546875,LinearTrend,WalkForward_OutSample,False,-1.2,False,NORMAL,10.0,2.0
AMZN,2021-09-30,,2021.0,Q3,110812000000.0,125940800000.0,-15128800000.0,-12.012628155450814,164.2519989013672,LinearTrend,WalkForward_OutSample,False,-1.63,False,NORMAL,10.0,2.0
AMZN,2021-12-31,,2021.0,Q4,137412000000.0,127188945454.54546,10223054545.454544,8.037691097225144,166.7169952392578,LinearTrend,WalkForward_OutSample,False,2.97,True,WORTH_A_LOOK,10.0,2.0
AMZN,2022-03-31,,2022.0,Q1,116444000000.0,136658484848.48483,-20214484848.484848,-14.791972024932756,162.99749755859375,LinearTrend,WalkForward_OutSample,False,-1.08,False,NORMAL,10.0,2.0
AMZN,2022-06-30,,2022.0,Q2,121234000000.0,136893692307.6923,-15659692307.692308,-11.439308885390007,106.20999908447266,LinearTrend,WalkForward_OutSample,False,-0.47,False,NORMAL,10.0,2.0
AMZN,2022-09-30,,2022.0,Q3,127101000000.0,138208131868.13187,-11107131868.131866,-8.036525577763747,113.0,LinearTrend,WalkForward_OutSample,False,-0.05,False,NORMAL,10.0,2.0
AMZN,2022-12-31,,2022.0,Q4,149204000000.0,140587447619.0476,8616552380.952393,6.128962810606551,84.0,LinearTrend,WalkForward_OutSample,False,1.25,False,NORMAL,10.0,2.0
AMZN,2023-03-31,,2023.0,Q1,127358000000.0,147805124999.99997,-20447124999.99997,-13.83384033537401,103.29000091552734,LinearTrend,WalkForward_OutSample,False,-0.74,False,NORMAL,10.0,2.0
AMZN,2023-06-30,,2023.0,Q2,134383000000.0,148247647058.82355,-13864647058.823547,-9.352355557671792,130.36000061035156,LinearTrend,WalkForward_OutSample,False,-0.29,False,NORMAL,10.0,2.0
AMZN,2023-09-30,,2023.0,Q3,143083000000.0,150019300653.59476,-6936300653.594757,-4.62360551167424,127.12000274658205,LinearTrend,WalkForward_OutSample,False,0.19,False,NORMAL,10.0,2.0
AMZN,2023-12-31,,2023.0,Q4,169961000000.0,153168473684.2105,16792526315.78949,10.963435171659976,151.94000244140625,LinearTrend,WalkForward_OutSample,False,1.91,False,NORMAL,10.0,2.0
AMZN,2024-03-31,,2024.0,Q1,143313000000.0,161026905263.1579,-17713905263.157898,-11.000587283354283,180.97000122070312,LinearTrend,WalkForward_OutSample,False,-0.63,False,NORMAL,10.0,2.0
AMZN,2024-06-30,,2024.0,Q2,147977000000.0,162392647619.0476,-14415647619.047607,-8.877032199674996,197.1999969482422,LinearTrend,WalkForward_OutSample,False,-0.54,False,NORMAL,10.0,2.0
AMZN,2024-09-30,,2024.0,Q3,158877000000.0,164281389610.3896,-5404389610.389587,-3.289715057321258,186.3300018310547,LinearTrend,WalkForward_OutSample,False,0.01,False,NORMAL,10.0,2.0
AMZN,2024-12-31,,2024.0,Q4,187792000000.0,167680328063.2411,20111671936.75891,11.994055694579592,219.38999938964844,LinearTrend,WalkForward_OutSample,False,1.52,False,NORMAL,10.0,2.0
AMZN,2025-03-31,,2025.0,Q1,155667000000.0,175312362318.84058,-19645362318.840576,-11.20591957064132,190.259994506836,LinearTrend,WalkForward_OutSample,False,-0.81,False,NORMAL,10.0,2.0
AMZN,2025-06-30,,2025.0,Q2,167702000000.0,176650310000.0,-8948310000.0,-5.065550125555964,219.38999938964844,LinearTrend,WalkForward_OutSample,False,-0.21,False,NORMAL,10.0,2.0
AMZN,2025-09-30,CY2025Q3,2025.0,Q3,180169000000.0,179573510769.23077,595489230.7692261,0.3316130693320837,219.57000732421875,LinearTrend,WalkForward_OutSample,False,0.23,False,NORMAL,10.0,2.0
AMZN,2025-12-31,CY2025,2025.0,Q4,213386000000.0,183885113960.11395,29500886039.886047,16.043107244822988,230.82000732421875,LinearTrend,WalkForward_OutSample,False,1.73,False,NORMAL,10.0,2.0
AMZN,2026-03-31,CY2026Q1,2026.0,Q1,181519000000.0,192327634920.63492,-10808634920.634949,-5.619907365415891,208.2700042724609,LinearTrend,WalkForward_OutSample,False,-0.48,False,NORMAL,10.0,2.0
AMZN,2026-06-30,CY2026Q2,2026.0,Q2,200606000000.0,195282884236.4532,5323115763.546783,2.7258485987442844,238.33999633789065,LinearTrend,WalkForward_OutSample,False,0.13,False,NORMAL,10.0,2.0
NVDA,2019-04-28,,2020.0,Q1,2220000000.0,2220000000.0,0.0,0.0,4.483250141143799,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2019-07-28,,2020.0,Q2,2579000000.0,2579000000.0,0.0,0.0,4.370500087738037,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2019-10-27,,2020.0,Q3,3014000000.0,3014000000.0,0.0,0.0,5.169750213623047,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2020-04-26,,2020.0,Q1,3080000000.0,3080000000.0,0.0,0.0,7.427000045776367,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2020-07-26,,2020.0,Q2,3866000000.0,3866000000.0,0.0,0.0,10.421500205993652,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2020-10-25,,2021.0,Q3,4726000000.0,4726000000.0,0.0,0.0,13.141249656677246,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2021-05-02,,2022.0,Q1,5661000000.0,5661000000.0,0.0,0.0,14.836750030517578,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2021-08-01,,2022.0,Q2,6507000000.0,6507000000.0,0.0,0.0,19.75,Naive,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
NVDA,2021-10-31,,2022.0,Q3,7103000000.0,6507000000.0,596000000.0,9.159366835715383,25.82699966430664,Naive,WalkForward_OutSample,False,1.5,False,NORMAL,10.0,2.0
NVDA,2022-01-30,,2022.0,Q4,7643000000.0,7103000000.0,540000000.0,7.602421512037168,24.48600006103516,Naive,WalkForward_OutSample,False,1.16,False,NORMAL,10.0,2.0
NVDA,2022-05-01,,2023.0,Q1,8288000000.0,7643000000.0,645000000.0,8.439094596362686,19.53300094604492,Naive,WalkForward_OutSample,False,0.87,False,NORMAL,10.0,2.0
NVDA,2022-07-31,,2023.0,Q2,6704000000.0,8288000000.0,-1584000000.0,-19.111969111969117,18.44099998474121,Naive,WalkForward_OutSample,False,-5.98,True,WORTH_A_LOOK,10.0,2.0
NVDA,2022-10-30,,2023.0,Q3,5931000000.0,6704000000.0,-773000000.0,-11.530429594272077,13.496999740600586,Naive,WalkForward_OutSample,False,-0.95,False,NORMAL,10.0,2.0
NVDA,2023-01-29,,2023.0,Q4,6051000000.0,5931000000.0,120000000.0,2.0232675771370765,19.16200065612793,Naive,WalkForward_OutSample,False,0.41,False,NORMAL,10.0,2.0
NVDA,2023-04-30,,2024.0,Q1,7192000000.0,6051000000.0,1141000000.0,18.85638737398777,28.90999984741211,Naive,WalkForward_OutSample,False,1.91,True,WORTH_A_LOOK,10.0,2.0
NVDA,2023-07-30,,2024.0,Q2,13507000000.0,7192000000.0,6315000000.0,87.8058954393771,46.729000091552734,Naive,WalkForward_OutSample,False,5.41,True,WORTH_A_LOOK,10.0,2.0
NVDA,2023-10-29,,2024.0,Q3,18120000000.0,13507000000.0,4613000000.0,34.15266158288295,41.1609992980957,Naive,WalkForward_OutSample,False,0.22,False,NORMAL,10.0,2.0
NVDA,2024-01-28,,2024.0,Q4,22103000000.0,18120000000.0,3983000000.0,21.981236203090507,62.46500015258789,Naive,WalkForward_OutSample,False,-0.37,False,NORMAL,10.0,2.0
NVDA,2024-04-28,,2025.0,Q1,26044000000.0,22103000000.0,3941000000.0,17.830158801972583,87.75700378417969,Naive,WalkForward_OutSample,False,-0.71,False,NORMAL,10.0,2.0
NVDA,2024-07-28,,2025.0,Q2,30040000000.0,26044000000.0,3996000000.0,15.343265243434187,111.58999633789062,Naive,WalkForward_OutSample,False,-0.78,False,NORMAL,10.0,2.0
NVDA,2024-10-27,,2025.0,Q3,35082000000.0,30040000000.0,5042000000.0,16.784287616511318,140.52000427246094,Naive,WalkForward_OutSample,False,-0.66,False,NORMAL,10.0,2.0
NVDA,2025-01-26,,2025.0,Q4,39331000000.0,35082000000.0,4249000000.0,12.111624194743744,118.41999816894533,Naive,WalkForward_OutSample,False,-2.06,True,WORTH_A_LOOK,10.0,2.0
NVDA,2025-04-27,,2026.0,Q1,44062000000.0,39331000000.0,4731000000.0,12.0286796674379,108.7300033569336,Naive,WalkForward_OutSample,False,-1.4,False,NORMAL,10.0,2.0
NVDA,2025-07-27,,2026.0,Q2,46743000000.0,44062000000.0,2681000000.0,6.084608052289956,176.75,Naive,WalkForward_OutSample,False,-3.35,True,WORTH_A_LOOK,10.0,2.0
NVDA,2025-10-26,CY2025Q3,2026.0,Q3,57006000000.0,46743000000.0,10263000000.0,21.95622874013221,191.4900054931641,Naive,WalkForward_OutSample,False,2.33,True,WORTH_A_LOOK,10.0,2.0
NVDA,2026-01-25,CY2025,2026.0,Q4,68127000000.0,57006000000.0,11121000000.0,19.50847279233765,186.47000122070312,Naive,WalkForward_OutSample,False,0.98,False,NORMAL,10.0,2.0
NVDA,2026-04-26,CY2026Q1,2027.0,Q1,81615000000.0,68127000000.0,13488000000.0,19.79831784754943,216.6100006103516,Naive,WalkForward_OutSample,False,0.68,False,NORMAL,10.0,2.0
NVDA,2026-07-26,CY2026Q2,2027.0,Q2,96221000000.0,81615000000.0,14606000000.0,17.896220057587453,196.509994506836,Naive,WalkForward_OutSample,False,0.15,False,NORMAL,10.0,2.0
WMT,2019-01-31,,2019.0,FY,137743000000.0,137743000000.0,0.0,0.0,31.94333267211914,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2019-04-30,,2020.0,Q1,122949000000.0,122949000000.0,0.0,0.0,34.279998779296875,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2019-07-31,,2020.0,Q2,129388000000.0,129388000000.0,0.0,0.0,36.79333114624024,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2019-10-31,,2020.0,Q3,126981000000.0,126981000000.0,0.0,0.0,39.08666610717773,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2020-01-31,CY2019Q4,2020.0,FY,140608000000.0,140608000000.0,0.0,0.0,38.163333892822266,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2020-04-30,,2021.0,Q1,133672000000.0,133672000000.0,0.0,0.0,40.51666641235352,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2020-07-31,,2021.0,Q2,136824000000.0,136824000000.0,0.0,0.0,43.133331298828125,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2020-10-31,,2021.0,Q3,133752000000.0,133752000000.0,0.0,0.0,46.25,LinearTrend,Warmup_Baseline,False,0.0,False,NORMAL,10.0,2.0
WMT,2021-01-31,,2021.0,Q4,150985000000.0,136378035714.28572,14606964285.71428,10.710642816645429,46.42333221435547,LinearTrend,WalkForward_OutSample,False,1.5,False,NORMAL,10.0,2.0
WMT,2021-04-30,,2022.0,Q1,137159000000.0,143678555555.55557,-6519555555.5555725,-4.537598203396946,46.63666534423828,LinearTrend,WalkForward_OutSample,False,-1.35,False,NORMAL,10.0,2.0
WMT,2021-07-31,,2022.0,Q2,139871000000.0,142853066666.66666,-2982066666.6666565,-2.0875062301777607,47.51666641235352,LinearTrend,WalkForward_OutSample,False,-0.56,False,NORMAL,10.0,2.0
WMT,2021-10-31,,2022.0,Q3,139207000000.0,143195400000.0,-3988400000.0,-2.7852850021718574,49.93000030517578,LinearTrend,WalkForward_OutSample,False,-0.57,False,NORMAL,10.0,2.0
WMT,2022-01-31,,2022.0,Q4,151525000000.0,143157106060.60605,8367893939.393951,5.845252233480729,46.60333251953125,LinearTrend,WalkForward_OutSample,False,0.79,False,NORMAL,10.0,2.0
WMT,2022-04-30,,2023.0,Q1,140288000000.0,146869615384.6154,-6581615384.615387,-4.48126412490409,50.99666595458984,LinearTrend,WalkForward_OutSample,False,-0.78,False,NORMAL,10.0,2.0
WMT,2022-07-31,,2023.0,Q2,151381000000.0,146402791208.79123,4978208791.208771,3.40035101114236,44.18000030517578,LinearTrend,WalkForward_OutSample,False,0.93,False,NORMAL,10.0,2.0
WMT,2022-10-31,,2023.0,Q3,151469000000.0,148955904761.9048,2513095238.095215,1.6871403937374725,47.44333267211914,LinearTrend,WalkForward_OutSample,False,0.24,False,NORMAL,10.0,2.0
WMT,2023-01-31,,2023.0,Q4,162743000000.0,150934225000.0,11808775000.0,7.823788806017985,47.956668853759766,LinearTrend,WalkForward_OutSample,False,1.41,False,NORMAL,10.0,2.0
WMT,2023-04-30,,2024.0,Q1,151004000000.0,155118242647.05884,-4114242647.058838,-2.65232675206358,50.52999877929688,LinearTrend,WalkForward_OutSample,False,-0.93,False,NORMAL,10.0,2.0
WMT,2023-07-31,,2024.0,Q2,160280000000.0,155840993464.0523,4439006535.947693,2.848420327204622,53.28666687011719,LinearTrend,WalkForward_OutSample,False,0.07,False,NORMAL,10.0,2.0
